Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Guyana,GUY,Bank credit to bank deposits (%),GFDD.SI.04,82.20551,76.96335,60.25105,49.14383,45.6241,42.00542,50.4305,48.29557,55.9053,61.21302,67.56467,61.28843,52.43614,52.8227,47.56508,38.50433,37.68316,31.05368,31.33267,35.8761,36.6142,39.61126,36.71916,35.43356,36.22294,32.68839,33.71851,33.45462,40.23093,42.09143,44.0928,40.7897,32.28591,32.96625,39.73092,47.85193,66.07735,74.27684,79.8432,80.16315,76.84807,69.04865,66.10791,53.57111,48.35304,49.2725,48.70749,50.37637,53.36712,52.16716,52.65441,55.93832,58.73079,63.13415,68.87759,70.49924,68.71114,72.47722,72.11217,67.90781,63.06912,60.25817
Haiti,HTI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,Bank credit to bank deposits (%),GFDD.SI.04,61.5873,55.52486,60.34986,63.39523,62.55924,86.88744,95.8283,99.64821,88.43837,98.9333,103.8552,87.84521,73.22939,95.85042,109.0834,100.3934,91.40749,88.38208,88.27003,91.8693,76.63239,83.33293,78.72086,73.72701,71.37754,64.39059,60.63721,51.96594,62.73059,66.47002,54.7062,48.65953,43.11021,39.47509,40.33826,48.81371,51.65893,59.68502,55.53748,50.56734,50.37722,45.61027,49.78988,40.48174,38.56356,39.9652,39.77492,38.72461,43.18467,41.95516,31.83501,36.1639,46.98013,49.16423,50.76647,40.88735,39.36025,40.10796,43.12444,41.72915,39.62779,33.27132
Honduras,HND,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Honduras,HND,Bank credit to bank deposits (%),GFDD.SI.04,107.5807,108.6438,103.2342,103.2903,107.8594,117.4216,130.0459,157.6271,151.6573,158.3245,155.8348,146.3705,143.0104,145.3295,158.7834,166.9461,161.3667,159.548,150.9365,161.3987,156.9895,154.6259,141.1708,132.7189,129.3134,148.2026,144.2267,138.6844,128.6346,124.3138,121.9476,106.7429,106.4294,112.1751,111.9228,103.2376,96.84972,92.65597,101.8296,101.2049,96.84795,96.24831,91.02352,91.60426,90.35361,90.2102,93.98643,103.6549,109.0817,109.5367,103.5362,102.0654,111.0588,113.6431,111.1487,113.3659,107.4647,106.7909,112.5201,110.7805,97.6215,99.76906
"Hong Kong SAR, China",HKG,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.671098,49.44944,28.79486,62.35649,-14.39277,11.29641,8.523948,23.38991,45.51027,33.72429,33.21302,-6.442651,27.60229,16.76548,-29.68583,34.79821,26.22645,-21.55712,-16.85259,-1.796872,25.75277,11.04528,17.67526,37.2754,-9.73483,-13.80241,19.20002,-0.4108668,-4.312065,10.38335,2.69089,4.662016,-11.81498,22.24484,10.18429,-4.348372,-8.344137,7.130437
"Hong Kong SAR, China",HKG,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.90997,82.55853,86.88692,93.09027,93.18884,95.71793,105.629,88.9234,74.26171,69.11332,68.06886,65.26678,59.84749,57.90604,59.22812,51.65676,47.49091,48.43533,49.69797,59.26899,64.13638,61.60929,64.94769,67.25687,59.68524,56.4772,64.40332,62.28564,63.90267,62.28496,64.5292
Hungary,HUN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.82309,4.365216,75.72689,-13.29365,108.7026,119.8617,7.904769,-4.687917,29.91991,-21.06152,12.4555,8.251614,39.89513,61.82536,18.38601,15.91,-24.35143,-18.56944,39.88239,-8.830284,-11.91043,3.278591,-3.870808,17.38468,28.88649,31.49738,5.508609,10.11426,-10.36258,29.43279
Hungary,HUN,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107.4164,73.28492,63.77745,63.3471,55.93813,54.20681,61.11878,62.5451,66.88843,83.54888,85.11509,88.86161,105.6762,113.3416,119.6755,122.4702,133.3662,143.0157,117.5958,122.435,117.6137,105.392,97.9411,92.44246,78.44907,71.81824,70.6415,70.57359,73.8093,68.58461,67.38325
IBRD only,IBD,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IBRD only,IBD,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iceland,ISL,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.039567,29.40966,62.9586,39.75342,-5.664668,21.23009,25.60652,-26.73282,18.56289,23.10184,73.35144,40.6642,37.25335,27.87933,-50.04734,-86.74334,21.11625,6.975311,7.759283,19.21933,11.9659,31.42953,11.10516,4.239027,-1.048093,7.363338,7.703564,52.65723
Iceland,ISL,Bank credit to bank deposits (%),GFDD.SI.04,144.5746,123.7888,110.8639,110.8896,107.3411,109.2543,113.6436,105.4366,109.5556,96.60103,90.03783,92.01797,95.52637,97.80529,120.6308,123.4724,118.3754,116.1759,116.2515,114.9674,113.628,159.2206,178.575,178.7804,182.2833,154.7757,135.439,137.6762,144.1347,135.0755,125.8545,120.7857,124.7516,120.8841,120.5578,125.5245,133.8869,180.2296,168.5081,175.8826,228.044,230.5378,222.3818,231.6369,284.5717,364.6682,332.7507,284.1238,196.4618,179.5886,193.021,161.4245,153.3078,142.4098,123.8221,120.4285,133.1928,137.7407,145.0995,141.2494,143.9964,146.1739
IDA total,IDA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
India,IND,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.52566,9.634615,13.32625,95.02982,5.339948,-4.474953,41.42053,39.17939,119.0258,18.33403,50.70303,-15.6979,57.93625,6.231056,26.46354,42.82907,26.24761,21.20362,11.62699,-37.01661,45.18616,12.91473,9.741868,-11.18097,2.733996,10.662,6.50657,26.63338,6.239595,-8.333225,8.106438,13.20035,11.08845,5.55511,6.751019,-7.938488,31.26347,21.50177
India,IND,Bank credit to bank deposits (%),GFDD.SI.04,72.59842,81.84157,84.05594,88.645,86.83813,87.05297,86.74049,87.20427,88.58179,89.36763,90.91632,88.38841,83.46096,85.19673,85.85608,89.80649,89.61292,84.64252,80.66821,79.35023,79.83965,80.41876,81.51717,81.438,82.62639,79.20554,77.82334,75.05644,74.08323,78.44026,74.99282,69.3438,69.48138,66.654,64.88915,66.96887,66.7132,62.24588,59.92862,61.67862,62.95348,59.98666,62.07471,60.48633,67.32223,73.43903,76.41833,74.46511,75.33697,71.40043,76.30471,75.84528,78.71188,77.77428,77.21124,77.39363,70.80779,75.43223,79.0957,76.92273,73.69537,71.9641
Indonesia,IDN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-12.36999,-18.38191,-7.554317,8.523101,36.86519,187.4328,86.02946,-30.52815,-21.95742,24.54148,42.75781,-6.46835,23.73275,3.460646,-30.90582,29.78356,-6.561696,-20.55484,11.92798,13.25163,55.80114,36.61577,30.79472,52.84932,-3.505085,-5.554976,54.35007,21.83187,10.07878,11.86014,6.899343,-0.1002011,2.488844,14.2159,5.970709,3.508121,-16.78045,18.72796
Indonesia,IDN,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.93785,87.2654,104.7611,98.275,104.0741,97.89597,103.7192,105.8061,113.0358,119.9703,131.0253,129.1326,120.4316,124.6497,128.4273,121.5967,114.4775,118.2036,95.85757,38.64238,40.34518,39.31619,44.26754,50.07975,61.58046,65.84209,64.99435,67.78149,77.08775,73.15778,75.77549,82.7451,87.7551,93.35347,93.29758,93.61179,91.74107,91.49377,94.92187,94.13919,83.66013,77.46078
"Iran, Islamic Rep.",IRN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Bank credit to bank deposits (%),GFDD.SI.04,..,124.8494,99.20448,102.7077,103.9343,98.91793,97.30621,93.25596,93.69907,89.48358,91.55034,87.64671,87.13832,93.85976,82.65021,89.49767,86.55087,80.77157,..,74.61473,72.99409,64.37401,53.76094,55.26661,51.67916,..,50.61701,47.80512,43.15792,44.46682,52.29645,56.90173,61.2616,61.99218,57.97253,53.14874,49.417,50.58358,51.73005,56.97059,80.16896,80.57968,83.56478,89.48941,96.92474,98.08327,100.0932,104.6785,111.2112,99.71566,103.6139,111.1416,96.97655,90.5735,84.09402,76.22752,75.49957,..,..,..,..,..
Iraq,IRQ,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Iraq,IRQ,Bank credit to bank deposits (%),GFDD.SI.04,86.94915,97.39413,92.25146,96.2908,101.1782,..,..,..,129.3507,120.1182,132.0914,121.4428,111.9146,93.39556,83.81937,66.37786,64.25391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.224021,21.20752,27.13417,21.27095,23.15704,19.77532,23.62582,25.59872,32.32316,31.88433,31.98173,38.93469,41.12613,40.42444,42.14687,43.71161,48.02835,49.905
Ireland,IRL,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,138.0703,-2.866756,26.5665,-1.496797,-13.71381,-4.329638,18.4356,19.3168,8.304896,24.6561,35.36493,41.06263,4.655997,6.688298,7.102856,-18.35671,-6.979891,25.49585,19.7633,21.99492,9.419533,-43.80354,-44.57089,7.791611,-4.974108,14.43072,27.00488,19.92499,28.03461,-1.054817,10.36467,-2.464596,-5.252189,1.453949,28.22199
Ireland,IRL,Bank credit to bank deposits (%),GFDD.SI.04,61.51122,59.58848,59.74779,61.32371,70.02283,66.89745,64.50973,61.39839,62.44012,60.85196,59.44831,67.75889,78.61333,74.11881,69.83824,67.63396,71.50812,79.29798,81.6247,83.6282,79.63715,80.31881,102.7597,109.3369,107.1263,105.2062,115.52,108.5087,116.5629,129.2644,122.8806,113.5702,114.3251,93.9158,95.30703,106.6094,106.5943,115.6712,120.285,..,..,104.3365,112.2824,119.9911,142.3225,160.6513,157.2572,163.9162,166.9835,153.8825,130.5163,120.0895,119.094,104.8652,93.27333,74.22565,64.37567,61.71972,61.45213,51.6515,42.88333,38.23834
Isle of Man,IMN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.19175,-4.263989,-9.149979,7.088232,40.00393,8.145349,29.5789,35.76072,-21.2384,-9.62126,10.77479,39.1003,23.67376,21.21572,24.39669,-16.90841,-8.528739,35.67078,-0.7532395,-6.397655,9.023609,13.26514,9.471136,-9.308209,2.492379,8.60887,6.156003,-3.422433,24.40085
Israel,ISR,Bank credit to bank deposits (%),GFDD.SI.04,63.63636,68.8,57.89474,59.64125,66.42336,67.28972,72.75133,65.12605,63.88415,65.60693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102.0776,95.85678,96.09319,94.26443,93.76004,97.74392,100.8433,101.435,99.34081,99.46341,101.0398,99.87119,107.8829,107.1039,102.2222,104.7652,99.85616,101.7265,95.82839,91.72404,91.31953,87.17706,85.95698,89.1631,86.61713,73.30678,70.74023
Italy,ITA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.93415,14.33195,25.32467,-20.35527,-23.55545,-11.47142,13.84474,16.85999,15.30448,8.338679,-29.76625,-30.30663,5.022909,-11.56882,-18.98936,13.41791,19.09919,8.9223,-21.36774,20.77571,1.945162,-0.4083013,-6.251463,25.13094
Italy,ITA,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,113.7629,108.2361,102.1618,102.5099,104.3445,103.0983,105.5132,102.427,99.36744,99.09247,98.16007,105.8212,97.56704,95.90999,90.91634,81.28852,78.77249,82.11606,86.02106,80.5088,79.67821,83.39623,83.62553,85.10777,87.89288,93.00634,95.5131,99.506,103.7261,110.0172,104.8806,105.7369,108.7002,109.475,125.6687,137.248,..,..,119.3532,114.8951,114.3417,119.3775,122.9195,129.9909,121.0024,119.6055,115.4186,128.1468,134.2469,126.7309,119.9466,114.0741,110.0577,104.5266,97.28606,91.72608,85.62107,79.8727,75.41866
Jamaica,JAM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.78138,165.0205,255.2102,-16.70751,14.15678,-20.55479,20.5458,26.95154,-6.517272,44.09008,9.23158,22.11231,37.18022,79.55741,14.53361,-18.00822,6.240054,9.096371,-21.41129,3.200723,7.316259,-0.6139547,-5.90729,-12.18089,36.36537,59.64463,51.7878,30.62187,41.30103,-11.76452,1.432191
Jamaica,JAM,Bank credit to bank deposits (%),GFDD.SI.04,90.76212,114.3045,77.71535,63.17957,78.08527,88.08039,80.52412,79.2412,72.41235,85.20319,84.03488,79.06357,91.07026,93.62057,87.61858,90.44192,83.49217,67.79914,65.00049,66.49057,62.35213,64.95809,68.77924,68.19617,65.90273,55.33888,53.4997,61.89303,62.179,76.47279,73.75204,72.30479,51.37348,58.56436,54.56062,59.40314,59.60728,53.54918,69.02214,70.38022,74.55641,30.72786,33.77915,43.91656,47.03613,51.90305,56.52401,64.79937,76.56666,70.29478,66.685,69.79723,73.22504,72.23113,71.8839,70.06274,70.11076,85.73193,87.91679,94.34785,87.65456,84.60086
Japan,JPN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.57024,23.61861,27.98989,54.89121,10.23455,20.63342,-6.722718,-20.51855,-24.55605,9.045618,5.225772,-13.43004,16.22517,-13.05295,-15.67488,18.07351,11.34475,-22.70475,-18.13475,-6.138367,21.86655,13.40057,28.09672,2.153046,-28.52795,-26.83705,2.014887,-7.411082,-6.293772,46.11071,12.52547,22.68943,-12.57852,19.6768,6.559465,-7.818025,0.1692009,22.22908
Japan,JPN,Bank credit to bank deposits (%),GFDD.SI.04,128.6082,136.4248,119.9144,120.6707,118.6742,115.802,115.9427,117.1831,115.9088,115.0048,106.2505,103.5472,102.8574,104.2291,104.4559,100.671,98.05059,94.19891,90.29308,88.74632,88.40373,86.44092,86.34812,85.91444,86.12,86.45352,86.62228,90.87867,93.57818,94.07008,96.10896,96.05972,97.08352,94.4143,92.48228,90.32101,88.92612,90.5177,89.93343,86.19161,83.53844,59.65083,54.65796,52.0809,50.55994,52.26429,52.57343,52.18351,52.4934,50.84319,49.7477,47.58101,47.50429,47.84449,47.33924,46.99934,46.79572,47.32147,46.866,47.17262,46.54947,45.92572
Jordan,JOR,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-13.48056,3.959361,24.28417,23.27814,51.97011,95.30211,-12.79994,-8.500182,21.21949,-32.11226,-9.781943,-11.42552,-9.587276,3.525796,7.266875,-1.16011,0.2870024,1.568977,-4.090093,-9.880434,-11.37822,18.42918
Jordan,JOR,Bank credit to bank deposits (%),GFDD.SI.04,..,..,84.54166,90.01086,91.29395,83.81321,81.77461,86.90437,85.31258,91.79761,93.99974,87.04024,74.10117,76.55502,77.917,78.09561,83.19088,71.55461,83.28277,92.45859,88.55993,91.12582,91.67095,91.64069,93.3476,89.61971,86.99747,78.74561,80.61367,75.82892,82.23685,61.33794,64.23994,73.9268,81.31389,87.41769,89.72941,87.37142,88.26182,84.44339,79.45263,82.10062,76.40091,68.33337,69.70876,75.64848,82.08208,83.52668,83.32655,75.42496,72.59222,73.25008,76.16653,75.42702,72.40725,70.1322,74.2711,79.77866,84.11643,83.83067,87.20145,84.77141
Kazakhstan,KAZ,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.912382,6.702398,10.97598,35.16586,33.44135,181.1759,208.8242,34.07906,-5.041069,-62.66557,83.34148,-4.343278,-16.68082,-20.75588,-9.455828,6.111519,-4.21712,-8.528354,30.05418,51.42348,32.4915,-1.662543,-1.710922,15.45107,30.93926
Kazakhstan,KAZ,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,255.8555,339.7185,112.6044,100.7089,107.2371,129.7801,91.44701,100.9019,121.9575,124.5523,138.2047,136.3226,165.5147,159.824,197.9487,173.7415,144.4213,126.9537,126.9571,131.4573,127.5552,119.5883,90.30184,81.25954,85.99556,83.82745,83.94308,74.17669,76.73489
Kenya,KEN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-30.14827,40.1877,-7.936568,-4.224568,50.01639,24.97142,3.619716,-10.63832,5.611408,13.19791,-9.516419,-5.914943,18.41055
Kenya,KEN,Bank credit to bank deposits (%),GFDD.SI.04,..,80.6713,80.52805,93.46195,102.0899,80.87387,70.5922,79.01538,68.34888,64.67094,67.87979,79.43253,78.11552,77.86526,88.29372,78.78727,74.14199,65.38303,75.93753,74.27074,86.99744,85.45627,81.8855,82.71503,80.30667,84.03249,76.93135,75.40882,79.62278,78.6015,77.40809,78.56838,76.46098,62.96727,63.66724,71.78059,70.36896,74.26782,78.57549,88.16123,86.50878,81.43311,78.02983,73.29735,78.87955,76.41012,74.68518,72.59649,78.20712,75.79092,75.26713,82.62142,79.5682,84.59068,89.42282,93.44667,96.28916,91.30845,86.12044,86.81724,84.22851,86.06927
Kiribati,KIR,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. Rep.",PRK,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. Rep.",PRK,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.46901,71.90987,71.11395,48.73314,25.81156,-17.73698,-12.79864,-6.007494,1.695819,27.00141,22.81149,-35.67979,27.68451,1.105922,22.97879,31.54034,2.588073,29.1698,-0.5075631,-29.57167,25.32341,10.27725,19.06346,-5.373917,0.4865061,1.157155,1.284189,0.9386084,1.46998,-2.539931,2.941396,15.1964,4.431485,-10.85022,-4.167465,1.160751,37.37022,4.731304
"Korea, Rep.",KOR,Bank credit to bank deposits (%),GFDD.SI.04,91.55991,150.6499,136.4503,149.5291,158.124,124.8367,100.1056,112.3792,120.9864,116.7601,118.7159,127.2079,115.2636,112.1484,136.8341,132.2492,124.0417,110.8247,123.6597,136.9835,148.2773,145.882,143.8784,146.9517,155.3392,158.05,152.1324,145.622,134.4427,141.0715,152.1042,149.9282,145.9778,144.0763,144.6049,144.7047,147.8228,156.4387,130.3366,123.8116,115.6931,115.9894,125.8964,128.2915,131.0283,136.635,149.9567,168.4629,166.8223,152.7186,138.8289,134.1449,130.1511,108.8964,108.3421,106.2019,106.3973,108.5161,108.4205,107.8417,107.7703,106.9277
Kosovo,XKX,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.34492,91.41375,84.66183,88.41206,86.62685,82.19176,83.6788,85.70199,85.83907,91.23045,93.75957,89.69802,85.00175,86.13327
Kuwait,KWT,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.95335,50.70433,-9.197298,-29.92663,-8.331295,12.67578,30.33822,77.19481,54.09553,61.46604,14.07984,12.08863,13.71372,-43.79466,-5.627301,-11.06168,-3.653738,24.56034,-1.433026,-16.07545,-12.64546,24.11147,-0.4343486,-0.1097189,0,0
Kuwait,KWT,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,40.42437,33.02682,35.9346,39.56983,40.32258,42.69698,39.87513,40.252,53.22442,58.33472,63.44059,84.49129,86.15462,87.0362,102.0276,100.8748,97.5034,106.5734,95.80956,96.04938,99.44775,101.9502,105.5584,99.75275,95.14594,..,15.01678,18.18326,20.54028,26.64748,34.49237,45.45468,59.47433,66.61672,69.31625,67.79362,68.80036,73.45901,85.63486,88.51533,96.07516,98.87859,109.3276,112.6064,99.97463,99.59171,96.7159,95.56458,94.43761,96.3899,102.7714,101.8668,102.0711,102.9135,..,..,..
Kyrgyz Republic,KGZ,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,241.1472,262.3152,68.15606,84.92792,80.45856,81.29566,86.38906,74.52335,73.38795,79.85289,96.5457,91.57431,129.529,136.3952,103.8778,100.9698,101.1761,93.89228,94.16377,115.2389,108.5122,103.0256,103.5833,111.0037,112.5994,105.1362,87.30995
Lao PDR,LAO,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.513839,29.81063,0.7750968,0.1261073,-19.26128,-4.156581,-13.60139,-14.41285,-20.44469,-2.770263
